date	client	id	rank	percentage	feature	api
2022-07-01	mobile	4166		9.682227361548506e-06	kFedCm	FedCM
2022-08-01	mobile	4166		1.987512854239385e-05	kFedCm	FedCM
2022-11-01	desktop	4166		5.7213231753147464e-05	kFedCm	FedCM
2022-11-01	mobile	4166		8.021417926301803e-05	kFedCm	FedCM
2023-01-01	desktop	4166		8.678232594305565e-05	kFedCm	FedCM
2023-01-01	mobile	4166		3.11931135088079e-05	kFedCm	FedCM
2023-02-01	desktop	4166		3.451286812287962e-05	kFedCm	FedCM
2023-02-01	mobile	4166		5.2062105145538635e-05	kFedCm	FedCM
2023-03-01	desktop	4166		6.97305927557507e-05	kFedCm	FedCM
2023-03-01	mobile	4166		3.611799677309777e-05	kFedCm	FedCM
2023-04-01	desktop	4166		8.509368311684856e-05	kFedCm	FedCM
2023-04-01	mobile	4166		7.25579269232839e-05	kFedCm	FedCM
2023-05-01	desktop	4166		7.807186843391189e-05	kFedCm	FedCM
2023-05-01	mobile	4166		0.00010243600039721066	kFedCm	FedCM
2023-06-01	desktop	4166		0.0001559781349850378	kFedCm	FedCM
2023-06-01	mobile	4166		9.660408855068871e-05	kFedCm	FedCM
2023-07-01	desktop	4166		8.015856004445272e-05	kFedCm	FedCM
2023-07-01	mobile	4166		7.960567025065682e-05	kFedCm	FedCM
2023-08-01	desktop	4166		0.0005317039524745011	kFedCm	FedCM
2023-08-01	mobile	4166		0.000503774902069538	kFedCm	FedCM
2023-09-01	desktop	4166		0.0004483533245928891	kFedCm	FedCM
2023-09-01	mobile	4166		0.0003649118300036345	kFedCm	FedCM
2023-10-01	desktop	4166		0.0008638235820102435	kFedCm	FedCM
2023-10-01	mobile	4166		0.0006468487773569866	kFedCm	FedCM
2023-11-01	desktop	4166		0.0010213062274534077	kFedCm	FedCM
2023-11-01	mobile	4166		0.0009106752976973425	kFedCm	FedCM
2023-12-01	desktop	4166		0.004367519572846987	kFedCm	FedCM
2023-12-01	mobile	4166		0.003678244140231604	kFedCm	FedCM
2024-01-01	desktop	4166		0.0053098754060042705	kFedCm	FedCM
2024-01-01	mobile	4166		0.004527425227345223	kFedCm	FedCM
2024-02-01	desktop	4166		0.006202177969377099	kFedCm	FedCM
2024-02-01	mobile	4166		0.005092894901078299	kFedCm	FedCM
2024-03-01	desktop	4166		0.008651854609396884	kFedCm	FedCM
2024-03-01	mobile	4166		0.007617638231143693	kFedCm	FedCM
2024-04-01	desktop	4166		0.10990170683464942	kFedCm	FedCM
2024-04-01	mobile	4166		0.08941718522121539	kFedCm	FedCM
2024-05-01	desktop	4166		0.108339699530975	kFedCm	FedCM
2024-05-01	mobile	4166		0.08820448025403484	kFedCm	FedCM
2024-06-01	desktop	4166		0.1112392803072879	kFedCm	FedCM
2024-06-01	mobile	4166		0.08997834766200133	kFedCm	FedCM
2024-07-01	desktop	4166		0.11556758281255716	kFedCm	FedCM
2024-07-01	mobile	4166		0.09337558837199621	kFedCm	FedCM
2024-08-01	desktop	4166		0.12665286276543303	kFedCm	FedCM
2024-08-01	mobile	4166		0.10178527609850274	kFedCm	FedCM
2024-09-01	desktop	4166		0.1370357705598497	kFedCm	FedCM
2024-09-01	mobile	4166		0.16592124248285936	kFedCm	FedCM
2024-10-01	desktop	4166		0.14455704665756536	kFedCm	FedCM
2024-10-01	mobile	4166		0.1778557208775563	kFedCm	FedCM
2024-11-01	desktop	4166		0.1547249469154301	kFedCm	FedCM
2024-11-01	mobile	4166		0.19721865232526647	kFedCm	FedCM
2024-12-01	desktop	4166		0.1585144733468423	kFedCm	FedCM
2024-12-01	mobile	4166		0.21287551488101186	kFedCm	FedCM
2025-01-01	desktop	4166		0.1865085550326687	kFedCm	FedCM
2025-01-01	mobile	4166		0.25003495527122166	kFedCm	FedCM
2025-02-01	desktop	4166		0.20269308399593397	kFedCm	FedCM
2025-02-01	mobile	4166		0.2976052877377573	kFedCm	FedCM
2025-03-01	desktop	4166	1000.0	6.5015479876160995	kFedCm	FedCM
2025-03-01	desktop	4166	5000.0	6.246172688303735	kFedCm	FedCM
2025-03-01	desktop	4166	10000.0	5.152583959515412	kFedCm	FedCM
2025-03-01	desktop	4166	50000.0	3.03130346048801	kFedCm	FedCM
2025-03-01	desktop	4166	100000.0	2.340116709618176	kFedCm	FedCM
2025-03-01	desktop	4166	500000.0	1.1761715629591147	kFedCm	FedCM
2025-03-01	desktop	4166	1000000.0	0.8180282237969637	kFedCm	FedCM
2025-03-01	desktop	4166	5000000.0	0.32240909043040533	kFedCm	FedCM
2025-03-01	desktop	4166	10000000.0	0.22823698987636437	kFedCm	FedCM
2025-03-01	desktop	4166	50000000.0	0.20136204167003532	kFedCm	FedCM
2025-03-01	mobile	4166	1000.0	4.203821656050955	kFedCm	FedCM
2025-03-01	mobile	4166	5000.0	4.577191621411948	kFedCm	FedCM
2025-03-01	mobile	4166	10000.0	3.7517666709495052	kFedCm	FedCM
2025-03-01	mobile	4166	50000.0	2.400883319638455	kFedCm	FedCM
2025-03-01	mobile	4166	100000.0	1.9365208960555185	kFedCm	FedCM
2025-03-01	mobile	4166	500000.0	1.232657615770876	kFedCm	FedCM
2025-03-01	mobile	4166	1000000.0	1.0566222420260265	kFedCm	FedCM
2025-03-01	mobile	4166	5000000.0	0.5818832889507508	kFedCm	FedCM
2025-03-01	mobile	4166	10000000.0	0.39290916023456396	kFedCm	FedCM
2025-03-01	mobile	4166	50000000.0	0.3084296705520896	kFedCm	FedCM
2025-04-01	desktop	4166	1000.0	7.098765432098765	kFedCm	FedCM
2025-04-01	desktop	4166	5000.0	6.314826113483832	kFedCm	FedCM
2025-04-01	desktop	4166	10000.0	5.337591240875912	kFedCm	FedCM
2025-04-01	desktop	4166	50000.0	3.0601456061384162	kFedCm	FedCM
2025-04-01	desktop	4166	100000.0	2.3399565074920314	kFedCm	FedCM
2025-04-01	desktop	4166	500000.0	1.1801097003383414	kFedCm	FedCM
2025-04-01	desktop	4166	1000000.0	0.8312100523742637	kFedCm	FedCM
2025-04-01	desktop	4166	5000000.0	0.3359707509686675	kFedCm	FedCM
2025-04-01	desktop	4166	10000000.0	0.2425418452001727	kFedCm	FedCM
2025-04-01	desktop	4166	50000000.0	0.21345673562291187	kFedCm	FedCM
2025-04-01	mobile	4166	1000.0	4.475703324808184	kFedCm	FedCM
2025-04-01	mobile	4166	5000.0	4.570100697134005	kFedCm	FedCM
2025-04-01	mobile	4166	10000.0	3.9278815196394077	kFedCm	FedCM
2025-04-01	mobile	4166	50000.0	2.450339612969371	kFedCm	FedCM
2025-04-01	mobile	4166	100000.0	1.9604101468081316	kFedCm	FedCM
2025-04-01	mobile	4166	500000.0	1.2224678337067068	kFedCm	FedCM
2025-04-01	mobile	4166	1000000.0	1.0772310152813942	kFedCm	FedCM
2025-04-01	mobile	4166	5000000.0	0.6200034125183094	kFedCm	FedCM
2025-04-01	mobile	4166	10000000.0	0.42735245606955924	kFedCm	FedCM
2025-04-01	mobile	4166	50000000.0	0.33023174901506575	kFedCm	FedCM
2025-05-01	desktop	4166	1000.0	6.456692913385827	kFedCm	FedCM
2025-05-01	desktop	4166	5000.0	6.261624302541848	kFedCm	FedCM
2025-05-01	desktop	4166	10000.0	5.378020265003897	kFedCm	FedCM
2025-05-01	desktop	4166	50000.0	3.1939763791480704	kFedCm	FedCM
2025-05-01	desktop	4166	100000.0	2.4811557788944723	kFedCm	FedCM
2025-05-01	desktop	4166	500000.0	1.2281761034681233	kFedCm	FedCM
2025-05-01	desktop	4166	1000000.0	0.8551231842925224	kFedCm	FedCM
2025-05-01	desktop	4166	5000000.0	0.33804930675724754	kFedCm	FedCM
2025-05-01	desktop	4166	10000000.0	0.23819376400269257	kFedCm	FedCM
2025-05-01	desktop	4166	50000000.0	0.20940133216205092	kFedCm	FedCM
2025-05-01	mobile	4166	1000.0	4.325699745547073	kFedCm	FedCM
2025-05-01	mobile	4166	5000.0	4.385739933316235	kFedCm	FedCM
2025-05-01	mobile	4166	10000.0	3.873056994818653	kFedCm	FedCM
2025-05-01	mobile	4166	50000.0	2.4817292048653257	kFedCm	FedCM
2025-05-01	mobile	4166	100000.0	2.059790425313335	kFedCm	FedCM
2025-05-01	mobile	4166	500000.0	1.2426541536911866	kFedCm	FedCM
2025-05-01	mobile	4166	1000000.0	1.0876628343113082	kFedCm	FedCM
2025-05-01	mobile	4166	5000000.0	0.641617096882349	kFedCm	FedCM
2025-05-01	mobile	4166	10000000.0	0.43877313613240987	kFedCm	FedCM
2025-05-01	mobile	4166	50000000.0	0.3390955111466178	kFedCm	FedCM
2025-06-01	desktop	4166	1000.0	8.360128617363344	kFedCm	FedCM
2025-06-01	desktop	4166	5000.0	6.719242902208202	kFedCm	FedCM
2025-06-01	desktop	4166	10000.0	5.6183301946013815	kFedCm	FedCM
2025-06-01	desktop	4166	50000.0	3.2714439159122297	kFedCm	FedCM
2025-06-01	desktop	4166	100000.0	2.5422701654445183	kFedCm	FedCM
2025-06-01	desktop	4166	500000.0	1.2321130869686023	kFedCm	FedCM
2025-06-01	desktop	4166	1000000.0	0.866427105010349	kFedCm	FedCM
2025-06-01	desktop	4166	5000000.0	0.3426287495927238	kFedCm	FedCM
2025-06-01	desktop	4166	10000000.0	0.2410680042230808	kFedCm	FedCM
2025-06-01	desktop	4166	50000000.0	0.20761054491021214	kFedCm	FedCM
2025-06-01	mobile	4166	1000.0	5.555555555555555	kFedCm	FedCM
2025-06-01	mobile	4166	5000.0	4.811443433029909	kFedCm	FedCM
2025-06-01	mobile	4166	10000.0	4.1372086933752295	kFedCm	FedCM
2025-06-01	mobile	4166	50000.0	2.565842708360523	kFedCm	FedCM
2025-06-01	mobile	4166	100000.0	2.105413735256252	kFedCm	FedCM
2025-06-01	mobile	4166	500000.0	1.2795833725362553	kFedCm	FedCM
2025-06-01	mobile	4166	1000000.0	1.1110861288485177	kFedCm	FedCM
2025-06-01	mobile	4166	5000000.0	0.6475485882052714	kFedCm	FedCM
2025-06-01	mobile	4166	10000000.0	0.4501192319897775	kFedCm	FedCM
2025-06-01	mobile	4166	50000000.0	0.34296346577724574	kFedCm	FedCM
2025-07-01	desktop	4166	1000.0	9.004739336492891	kFedCm	FedCM
2025-07-01	desktop	4166	5000.0	7.154014370509215	kFedCm	FedCM
2025-07-01	desktop	4166	10000.0	5.8031569173630455	kFedCm	FedCM
2025-07-01	desktop	4166	50000.0	3.3251343718684523	kFedCm	FedCM
2025-07-01	desktop	4166	100000.0	2.549243334134038	kFedCm	FedCM
2025-07-01	desktop	4166	500000.0	1.2708866584222485	kFedCm	FedCM
