date	client	is_root_page	page	rank	rank_grouping	total_pages	percentage	feature
2024-07-01	desktop	True	1	1000	1000	632	0.15822784810126583	kHTMLFencedFrameElement
2024-08-01	desktop	True	1	1000	1000	640	0.15625	kHTMLFencedFrameElement
2024-08-01	mobile	True	1	1000	1000	799	0.1251564455569462	kHTMLFencedFrameElement
2024-09-01	desktop	True	1	1000	1000	618	0.16181229773462785	kHTMLFencedFrameElement
2024-09-01	mobile	True	1	1000	1000	779	0.12836970474967907	kHTMLFencedFrameElement
2024-10-01	desktop	False	1	1000	1000	549	0.18214936247723132	kHTMLFencedFrameElement
2024-10-01	desktop	True	1	1000	1000	623	0.16051364365971107	kHTMLFencedFrameElement
2024-10-01	mobile	True	2	1000	1000	785	0.25477707006369427	kHTMLFencedFrameElement
2024-11-01	desktop	False	1	1000	1000	554	0.18050541516245489	kHTMLFencedFrameElement
2024-11-01	desktop	True	1	1000	1000	634	0.15772870662460567	kHTMLFencedFrameElement
2024-11-01	mobile	False	1	1000	1000	717	0.1394700139470014	kHTMLFencedFrameElement
2024-11-01	mobile	True	2	1000	1000	790	0.25316455696202533	kHTMLFencedFrameElement
2024-12-01	desktop	True	1	1000	1000	646	0.15479876160990713	kHTMLFencedFrameElement
2024-12-01	mobile	True	1	1000	1000	806	0.12406947890818859	kHTMLFencedFrameElement
2025-01-01	desktop	True	1	1000	1000	609	0.16420361247947454	kHTMLFencedFrameElement
2025-01-01	mobile	True	2	1000	1000	770	0.2597402597402597	kHTMLFencedFrameElement
2025-02-01	desktop	True	1	1000	1000	639	0.1564945226917058	kHTMLFencedFrameElement
2025-02-01	mobile	True	1	1000	1000	779	0.12836970474967907	kHTMLFencedFrameElement
2025-03-01	desktop	False	1	1000	1000	576	0.1736111111111111	kHTMLFencedFrameElement
2025-03-01	desktop	True	2	1000	1000	646	0.30959752321981426	kHTMLFencedFrameElement
2025-03-01	mobile	False	1	1000	1000	708	0.14124293785310735	kHTMLFencedFrameElement
2025-03-01	mobile	True	2	1000	1000	785	0.25477707006369427	kHTMLFencedFrameElement
2025-04-01	desktop	True	1	1000	1000	648	0.15432098765432098	kHTMLFencedFrameElement
2025-04-01	mobile	True	1	1000	1000	782	0.1278772378516624	kHTMLFencedFrameElement
2025-05-01	desktop	False	1	1000	1000	563	0.17761989342806395	kHTMLFencedFrameElement
