date	client	is_root_page	page	rank	rank_grouping	total_pages	percentage	feature
2024-06-01	desktop	False	40	1000	1000	561	7.130124777183601	kFledge
2024-06-01	desktop	True	43	1000	1000	632	6.80379746835443	kFledge
2024-06-01	mobile	False	44	1000	1000	682	6.451612903225806	kFledge
2024-06-01	mobile	True	51	1000	1000	771	6.614785992217899	kFledge
2024-07-01	desktop	False	50	1000	1000	559	8.94454382826476	kFledge
2024-07-01	desktop	True	43	1000	1000	632	6.80379746835443	kFledge
2024-07-01	mobile	False	50	1000	1000	700	7.142857142857142	kFledge
2024-07-01	mobile	True	47	1000	1000	792	5.934343434343434	kFledge
2024-08-01	desktop	False	56	1000	1000	568	9.859154929577464	kFledge
2024-08-01	desktop	True	48	1000	1000	640	7.5	kFledge
2024-08-01	mobile	False	53	1000	1000	716	7.402234636871509	kFledge
2024-08-01	mobile	True	49	1000	1000	799	6.132665832290362	kFledge
2024-09-01	desktop	False	56	1000	1000	540	10.37037037037037	kFledge
2024-09-01	desktop	True	44	1000	1000	618	7.119741100323624	kFledge
2024-09-01	mobile	False	56	1000	1000	695	8.057553956834532	kFledge
2024-09-01	mobile	True	48	1000	1000	779	6.161745827984596	kFledge
2024-10-01	desktop	False	55	1000	1000	549	10.018214936247723	kFledge
2024-10-01	desktop	True	58	1000	1000	623	9.309791332263243	kFledge
2024-10-01	mobile	False	60	1000	1000	711	8.438818565400844	kFledge
2024-10-01	mobile	True	53	1000	1000	785	6.751592356687898	kFledge
2024-11-01	desktop	False	54	1000	1000	554	9.747292418772563	kFledge
2024-11-01	desktop	True	42	1000	1000	634	6.624605678233439	kFledge
2024-11-01	mobile	False	47	1000	1000	717	6.5550906555090656	kFledge
2024-11-01	mobile	True	44	1000	1000	790	5.5696202531645564	kFledge
2024-12-01	desktop	False	58	1000	1000	571	10.157618213660244	kFledge
2024-12-01	desktop	True	50	1000	1000	646	7.739938080495357	kFledge
2024-12-01	mobile	False	54	1000	1000	733	7.3669849931787175	kFledge
2024-12-01	mobile	True	52	1000	1000	806	6.451612903225806	kFledge
2025-01-01	desktop	False	60	1000	1000	537	11.1731843575419	kFledge
2025-01-01	desktop	True	54	1000	1000	609	8.866995073891626	kFledge
2025-01-01	mobile	False	55	1000	1000	690	7.971014492753622	kFledge
2025-01-01	mobile	True	53	1000	1000	770	6.883116883116883	kFledge
2025-02-01	desktop	False	60	1000	1000	568	10.56338028169014	kFledge
2025-02-01	desktop	True	55	1000	1000	639	8.607198748043817	kFledge
2025-02-01	mobile	False	63	1000	1000	701	8.98716119828816	kFledge
2025-02-01	mobile	True	58	1000	1000	779	7.445442875481387	kFledge
2025-03-01	desktop	False	52	1000	1000	576	9.027777777777777	kFledge
2025-03-01	desktop	True	56	1000	1000	646	8.6687306501548	kFledge
2025-03-01	mobile	False	59	1000	1000	708	8.333333333333332	kFledge
2025-03-01	mobile	True	54	1000	1000	785	6.8789808917197455	kFledge
2025-04-01	desktop	False	60	1000	1000	567	10.582010582010582	kFledge
2025-04-01	desktop	True	53	1000	1000	648	8.179012345679013	kFledge
2025-04-01	mobile	False	63	1000	1000	698	9.025787965616045	kFledge
2025-04-01	mobile	True	61	1000	1000	782	7.8005115089514065	kFledge
2025-05-01	desktop	False	72	1000	1000	563	12.788632326820604	kFledge
2025-05-01	desktop	True	58	1000	1000	635	9.133858267716535	kFledge
2025-05-01	mobile	False	65	1000	1000	706	9.206798866855523	kFledge
2025-05-01	mobile	True	67	1000	1000	786	8.524173027989821	kFledge
2025-06-01	desktop	False	56	1000	1000	558	10.03584229390681	kFledge
2025-06-01	desktop	True	51	1000	1000	622	8.19935691318328	kFledge
2025-06-01	mobile	False	59	1000	1000	693	8.513708513708513	kFledge
2025-06-01	mobile	True	43	1000	1000	774	5.555555555555555	kFledge
2025-07-01	desktop	False	59	1000	1000	568	10.387323943661972	kFledge
2025-07-01	desktop	True	54	1000	1000	633	8.530805687203792	kFledge
2025-07-01	mobile	False	60	1000	1000	696	8.620689655172415	kFledge
2025-07-01	mobile	True	59	1000	1000	790	7.468354430379747	kFledge
2025-08-01	desktop	False	7	1000	1000	560	1.25	kFledge
2025-08-01	desktop	True	3	1000	1000	623	0.4815409309791332	kFledge
2025-08-01	mobile	False	8	1000	1000	671	1.1922503725782414	kFledge
2025-08-01	mobile	True	5	1000	1000	767	0.651890482398957	kFledge
2025-09-01	desktop	False	6	1000	1000	550	1.090909090909091	kFledge
2025-09-01	desktop	True	3	1000	1000	614	0.4885993485342019	kFledge
2025-09-01	mobile	False	5	1000	1000	681	0.7342143906020557	kFledge
2025-09-01	mobile	True	3	1000	1000	769	0.3901170351105332	kFledge
2025-10-01	desktop	False	3	1000	1000	540	0.5555555555555556	kFledge
2025-10-01	desktop	True	2	1000	1000	612	0.32679738562091504	kFledge
2025-10-01	mobile	False	6	1000	1000	666	0.9009009009009009	kFledge
2025-10-01	mobile	True	2	1000	1000	758	0.2638522427440633	kFledge
2025-11-01	desktop	False	4	1000	1000	556	0.7194244604316548	kFledge
2025-11-01	desktop	True	2	1000	1000	627	0.3189792663476874	kFledge
2025-11-01	mobile	False	5	1000	1000	685	0.7299270072992701	kFledge
2025-11-01	mobile	True	1	1000	1000	772	0.1295336787564767	kFledge
2025-12-01	desktop	False	2	1000	1000	564	0.3546099290780142	kFledge
2025-12-01	desktop	True	1	1000	1000	626	0.1597444089456869	kFledge
2025-12-01	mobile	False	3	1000	1000	681	0.4405286343612335	kFledge
2025-12-01	mobile	True	1	1000	1000	769	0.13003901170351106	kFledge
2026-01-01	desktop	False	84	1000	1000	544	15.441176470588236	kFledge
2026-01-01	desktop	True	14	1000	1000	609	2.2988505747126435	kFledge
2026-01-01	mobile	False	109	1000	1000	673	16.196136701337295	kFledge
2026-01-01	mobile	True	49	1000	1000	761	6.438896189224705	kFledge
2026-02-01	desktop	False	171	1000	1000	568	30.1056338028169	kFledge
2026-02-01	desktop	True	180	1000	1000	633	28.436018957345972	kFledge
2026-02-01	mobile	False	208	1000	1000	687	30.27656477438137	kFledge
