date	client	is_root_page	page	rank	rank_grouping	total_pages	percentage	feature
2024-05-01	desktop	False	1	1000	1000	545	0.1834862385321101	kTrustTokenFetch
2024-05-01	mobile	False	1	1000	1000	669	0.14947683109118087	kTrustTokenFetch
2024-06-01	mobile	False	1	1000	1000	682	0.1466275659824047	kTrustTokenFetch
2024-09-01	desktop	False	1	1000	1000	540	0.1851851851851852	kTrustTokenFetch
2024-09-01	desktop	True	1	1000	1000	618	0.16181229773462785	kTrustTokenFetch
2024-10-01	desktop	False	1	1000	1000	549	0.18214936247723132	kTrustTokenFetch
2024-10-01	mobile	False	1	1000	1000	711	0.14064697609001406	kTrustTokenFetch
2024-11-01	desktop	False	1	1000	1000	554	0.18050541516245489	kTrustTokenFetch
2024-11-01	desktop	True	1	1000	1000	634	0.15772870662460567	kTrustTokenFetch
2024-11-01	mobile	False	1	1000	1000	717	0.1394700139470014	kTrustTokenFetch
2024-12-01	desktop	False	1	1000	1000	571	0.17513134851138354	kTrustTokenFetch
2024-12-01	mobile	False	1	1000	1000	733	0.1364256480218281	kTrustTokenFetch
2025-01-01	mobile	False	1	1000	1000	690	0.14492753623188406	kTrustTokenFetch
2025-02-01	desktop	False	1	1000	1000	568	0.17605633802816903	kTrustTokenFetch
2025-02-01	mobile	False	1	1000	1000	701	0.14265335235378032	kTrustTokenFetch
2025-03-01	desktop	False	1	1000	1000	576	0.1736111111111111	kTrustTokenFetch
2025-03-01	mobile	True	1	1000	1000	785	0.12738853503184713	kTrustTokenFetch
2025-04-01	desktop	False	1	1000	1000	567	0.1763668430335097	kTrustTokenFetch
2025-04-01	mobile	False	1	1000	1000	698	0.14326647564469913	kTrustTokenFetch
2025-05-01	desktop	False	1	1000	1000	563	0.17761989342806395	kTrustTokenFetch
2025-05-01	mobile	False	1	1000	1000	706	0.141643059490085	kTrustTokenFetch
2025-06-01	desktop	False	1	1000	1000	558	0.17921146953405018	kTrustTokenFetch
2025-06-01	mobile	False	1	1000	1000	693	0.1443001443001443	kTrustTokenFetch
2025-07-01	desktop	False	1	1000	1000	568	0.17605633802816903	kTrustTokenFetch
2025-07-01	mobile	False	1	1000	1000	696	0.14367816091954022	kTrustTokenFetch
2025-08-01	desktop	False	1	1000	1000	560	0.17857142857142858	kTrustTokenFetch
2025-08-01	mobile	False	1	1000	1000	671	0.14903129657228018	kTrustTokenFetch
2025-09-01	desktop	False	1	1000	1000	550	0.18181818181818182	kTrustTokenFetch
2025-09-01	mobile	False	1	1000	1000	681	0.14684287812041116	kTrustTokenFetch
2025-10-01	desktop	False	1	1000	1000	540	0.1851851851851852	kTrustTokenFetch
2025-10-01	mobile	False	1	1000	1000	666	0.15015015015015015	kTrustTokenFetch
2025-11-01	desktop	False	1	1000	1000	556	0.1798561151079137	kTrustTokenFetch
2025-11-01	mobile	False	1	1000	1000	685	0.145985401459854	kTrustTokenFetch
2025-11-01	mobile	True	1	1000	1000	772	0.1295336787564767	kTrustTokenFetch
2025-12-01	desktop	False	1	1000	1000	564	0.1773049645390071	kTrustTokenFetch
2025-12-01	mobile	False	1	1000	1000	681	0.14684287812041116	kTrustTokenFetch
2025-12-01	mobile	True	1	1000	1000	769	0.13003901170351106	kTrustTokenFetch
2026-01-01	desktop	False	1	1000	1000	544	0.1838235294117647	kTrustTokenFetch
2026-01-01	desktop	True	1	1000	1000	609	0.16420361247947454	kTrustTokenFetch
2026-01-01	mobile	False	1	1000	1000	673	0.1485884101040119	kTrustTokenFetch
2026-01-01	mobile	True	1	1000	1000	761	0.1314060446780552	kTrustTokenFetch
2026-02-01	desktop	False	1	1000	1000	568	0.17605633802816903	kTrustTokenFetch
2026-02-01	mobile	False	1	1000	1000	687	0.1455604075691412	kTrustTokenFetch
2026-04-01	mobile	False	1	1000	1000	680	0.14705882352941177	kTrustTokenFetch
2026-04-01	mobile	True	1	1000	1000	778	0.12853470437017994	kTrustTokenFetch
2024-05-01	desktop	False	1	50000	50000	29365	0.0034054146092286734	kTrustTokenFetch
2024-05-01	mobile	False	1	50000	50000	33816	0.0029571800331204164	kTrustTokenFetch
2024-06-01	mobile	False	1	50000	50000	34218	0.0029224384826699395	kTrustTokenFetch
2024-09-01	desktop	False	1	50000	50000	29021	0.0034457806416043554	kTrustTokenFetch
2024-09-01	desktop	True	1	50000	50000	33132	0.003018230109863576	kTrustTokenFetch
2024-10-01	desktop	False	1	50000	50000	29216	0.0034227820372398684	kTrustTokenFetch
2024-10-01	mobile	False	1	50000	50000	33535	0.002981959147159684	kTrustTokenFetch
2024-11-01	desktop	False	1	50000	50000	29550	0.0033840947546531306	kTrustTokenFetch
2024-11-01	desktop	True	1	50000	50000	33559	0.002979826574093388	kTrustTokenFetch
2024-11-01	mobile	False	1	50000	50000	33917	0.002948373971754577	kTrustTokenFetch
2024-12-01	desktop	False	1	50000	50000	30036	0.0033293381275802366	kTrustTokenFetch
2024-12-01	mobile	False	1	50000	50000	34294	0.002915961975855835	kTrustTokenFetch
2025-01-01	mobile	False	1	50000	50000	33735	0.0029642804209278196	kTrustTokenFetch
2025-02-01	desktop	False	2	50000	50000	29639	0.006747865987381491	kTrustTokenFetch
2025-02-01	mobile	False	1	50000	50000	33825	0.0029563932002956393	kTrustTokenFetch
2025-03-01	desktop	False	1	50000	50000	29231	0.0034210256234819196	kTrustTokenFetch
2025-03-01	mobile	True	1	50000	50000	38944	0.0025677896466721447	kTrustTokenFetch
2025-04-01	desktop	False	1	50000	50000	28941	0.0034553056217822464	kTrustTokenFetch
2025-04-01	mobile	False	1	50000	50000	33263	0.0030063433845413825	kTrustTokenFetch
2025-05-01	desktop	False	1	50000	50000	28861	0.0034648834066733653	kTrustTokenFetch
2025-05-01	mobile	False	1	50000	50000	33046	0.003026084851419234	kTrustTokenFetch
2025-06-01	desktop	False	1	50000	50000	28764	0.0034765679321373936	kTrustTokenFetch
2025-06-01	mobile	False	1	50000	50000	32961	0.0030338885349352265	kTrustTokenFetch
2025-07-01	desktop	False	1	50000	50000	28879	0.0034627237785241874	kTrustTokenFetch
2025-07-01	mobile	False	1	50000	50000	33257	0.003006885768409658	kTrustTokenFetch
2025-08-01	desktop	False	1	50000	50000	28999	0.0034483947722335254	kTrustTokenFetch
2025-08-01	mobile	False	1	50000	50000	33156	0.003016045361322234	kTrustTokenFetch
2025-09-01	desktop	False	1	50000	50000	28733	0.003480318797201824	kTrustTokenFetch
2025-09-01	mobile	False	1	50000	50000	33049	0.0030258101606705193	kTrustTokenFetch
2025-10-01	desktop	False	1	50000	50000	28360	0.0035260930888575456	kTrustTokenFetch
2025-10-01	mobile	False	1	50000	50000	32298	0.003096166945321692	kTrustTokenFetch
2025-11-01	desktop	False	1	50000	50000	28597	0.0034968703010805325	kTrustTokenFetch
2025-11-01	mobile	False	1	50000	50000	32587	0.0030687083806425876	kTrustTokenFetch
2025-11-01	mobile	True	1	50000	50000	38095	0.0026250164063525397	kTrustTokenFetch
2025-12-01	desktop	False	1	50000	50000	29020	0.0034458993797381113	kTrustTokenFetch
2025-12-01	mobile	False	1	50000	50000	32767	0.0030518509475997192	kTrustTokenFetch
2025-12-01	mobile	True	1	50000	50000	38292	0.0026115115428810196	kTrustTokenFetch
2026-01-01	desktop	False	1	50000	50000	28322	0.00353082409434362	kTrustTokenFetch
2026-01-01	desktop	True	1	50000	50000	32123	0.0031130342745073624	kTrustTokenFetch
2026-01-01	mobile	False	1	50000	50000	32630	0.0030646644192460926	kTrustTokenFetch
2026-01-01	mobile	True	1	50000	50000	38053	0.0026279136993141144	kTrustTokenFetch
2026-02-01	desktop	False	1	50000	50000	28498	0.003509018176714155	kTrustTokenFetch
2026-02-01	mobile	False	1	50000	50000	32415	0.00308499151627333	kTrustTokenFetch
2026-04-01	mobile	False	1	50000	50000	31634	0.0031611557185306947	kTrustTokenFetch
2026-04-01	mobile	True	1	50000	50000	37672	0.002654491399447866	kTrustTokenFetch
2023-09-01	desktop	False	2	1000	1000	597	0.33500837520938026	kTrustTokenIframe
2023-09-01	desktop	True	1	1000	1000	703	0.1422475106685633	kTrustTokenIframe
2023-09-01	mobile	False	2	1000	1000	731	0.27359781121751026	kTrustTokenIframe
2023-09-01	mobile	True	1	1000	1000	896	0.11160714285714285	kTrustTokenIframe
2023-10-01	desktop	False	1	1000	1000	612	0.16339869281045752	kTrustTokenIframe
2023-10-01	desktop	True	1	1000	1000	704	0.14204545454545456	kTrustTokenIframe
2023-10-01	mobile	False	1	1000	1000	726	0.13774104683195593	kTrustTokenIframe
2023-10-01	mobile	True	1	1000	1000	885	0.11299435028248588	kTrustTokenIframe
2023-11-01	desktop	False	1	1000	1000	622	0.1607717041800643	kTrustTokenIframe
2023-11-01	desktop	True	1	1000	1000	711	0.14064697609001406	kTrustTokenIframe
2023-11-01	mobile	False	1	1000	1000	738	0.13550135501355012	kTrustTokenIframe
2023-11-01	mobile	True	1	1000	1000	885	0.11299435028248588	kTrustTokenIframe
2023-12-01	desktop	False	2	1000	1000	575	0.34782608695652173	kTrustTokenIframe
2023-12-01	desktop	True	2	1000	1000	649	0.30816640986132515	kTrustTokenIframe
2023-12-01	mobile	False	2	1000	1000	694	0.2881844380403458	kTrustTokenIframe
2023-12-01	mobile	True	3	1000	1000	786	0.38167938931297707	kTrustTokenIframe
2024-01-01	desktop	False	2	1000	1000	565	0.35398230088495575	kTrustTokenIframe
2024-01-01	desktop	True	2	1000	1000	626	0.3194888178913738	kTrustTokenIframe
2024-01-01	mobile	False	2	1000	1000	692	0.2890173410404624	kTrustTokenIframe
2024-01-01	mobile	True	2	1000	1000	792	0.25252525252525254	kTrustTokenIframe
2024-02-01	desktop	False	1	1000	1000	558	0.17921146953405018	kTrustTokenIframe
2024-02-01	desktop	True	1	1000	1000	624	0.16025641025641024	kTrustTokenIframe
